Index:	FREQUENCY:	AMPLITUDE:	BIAS:	GAMMA:	Pressure:	TimeMark:
000005165	140516.400	000.588774	-0.641627	4.588135e-07	0.0e+00	00:15:55.391
000005166	140516.500	000.570571	-0.632631	4.509508e-07	0.0e+00	00:15:55.578
000005167	140516.600	000.566208	-0.640858	4.417578e-07	0.0e+00	00:15:55.766
000005168	140516.700	000.554817	-0.645612	4.296825e-07	0.0e+00	00:15:55.953
000005169	140516.800	000.550266	-0.637993	4.312471e-07	0.0e+00	00:15:56.141
000005170	140516.900	000.576008	-0.639329	4.504792e-07	0.0e+00	00:15:56.328
000005171	140517.000	000.591641	-0.648307	4.562967e-07	0.0e+00	00:15:56.500
000005172	140517.100	000.581858	-0.642251	4.529834e-07	0.0e+00	00:15:56.688
000005173	140517.200	000.562337	-0.633567	4.437865e-07	0.0e+00	00:15:56.875
000005174	140517.300	000.592149	-0.642686	4.606835e-07	0.0e+00	00:15:57.063
000005175	140517.400	000.587955	-0.645097	4.557110e-07	0.0e+00	00:15:57.250
000005176	140517.500	000.579629	-0.639321	4.533163e-07	0.0e+00	00:15:57.438
000005177	140517.600	000.571549	-0.639695	4.467357e-07	0.0e+00	00:15:57.625
000005178	140517.700	000.553324	-0.646815	4.277300e-07	0.0e+00	00:15:57.813
000005179	140517.800	000.529178	-0.643737	4.110201e-07	0.0e+00	00:15:57.984
000005180	140517.900	000.530898	-0.635196	4.179008e-07	0.0e+00	00:15:58.172
000005181	140518.000	000.569016	-0.644744	4.412730e-07	0.0e+00	00:15:58.359
000005182	140518.100	000.580111	-0.647918	4.476731e-07	0.0e+00	00:15:58.547
000005183	140518.200	000.507113	-0.641151	3.954710e-07	0.0e+00	00:15:58.734
000005184	140518.300	000.560369	-0.641694	4.366330e-07	0.0e+00	00:15:58.922
000005185	140518.400	000.538344	-0.649160	4.146467e-07	0.0e+00	00:15:59.109
000005186	140518.500	000.562334	-0.644244	4.364299e-07	0.0e+00	00:15:59.297
000005187	140518.600	000.533155	-0.638184	4.177129e-07	0.0e+00	00:15:59.484
000005188	140518.700	000.557095	-0.646206	4.310503e-07	0.0e+00	00:15:59.656
000005189	140518.800	000.550206	-0.647231	4.250456e-07	0.0e+00	00:15:59.844
000005190	140518.900	000.528980	-0.642206	4.118454e-07	0.0e+00	00:16:00.031
000005191	140519.000	000.545968	-0.643101	4.244807e-07	0.0e+00	00:16:00.219
000005192	140519.100	000.576191	-0.653022	4.411725e-07	0.0e+00	00:16:00.406
000005193	140519.200	000.583020	-0.644517	4.522927e-07	0.0e+00	00:16:00.594
000005194	140519.300	000.558045	-0.639466	4.363365e-07	0.0e+00	00:16:00.781
000005195	140519.400	000.558317	-0.647909	4.308605e-07	0.0e+00	00:16:00.969
000005196	140519.500	000.547232	-0.648490	4.219274e-07	0.0e+00	00:16:01.141
000005197	140519.600	000.542322	-0.641335	4.228068e-07	0.0e+00	00:16:01.328
000005198	140519.700	000.577205	-0.643241	4.486697e-07	0.0e+00	00:16:01.516
000005199	140519.800	000.576917	-0.654559	4.406913e-07	0.0e+00	00:16:01.703
000005200	140519.900	000.565229	-0.645624	4.377382e-07	0.0e+00	00:16:01.891
000005201	140520.000	000.570033	-0.641773	4.441078e-07	0.0e+00	00:16:02.078
000005202	140520.100	000.546561	-0.649642	4.206632e-07	0.0e+00	00:16:02.266
000005203	140520.200	000.595753	-0.648681	4.592032e-07	0.0e+00	00:16:02.453
000005204	140520.300	000.579370	-0.639995	4.526359e-07	0.0e+00	00:16:02.641
000005205	140520.400	000.608616	-0.647584	4.699133e-07	0.0e+00	00:16:02.828
000005206	140520.500	000.616508	-0.653754	4.715133e-07	0.0e+00	00:16:03.000
000005207	140520.600	000.582250	-0.645794	4.508020e-07	0.0e+00	00:16:03.188
000005208	140520.700	000.542056	-0.645595	4.198111e-07	0.0e+00	00:16:03.375
000005209	140520.800	000.594764	-0.652131	4.560157e-07	0.0e+00	00:16:03.563
000005210	140520.900	000.589715	-0.648643	4.545761e-07	0.0e+00	00:16:03.750
000005211	140521.000	000.528368	-0.640349	4.125625e-07	0.0e+00	00:16:03.938
000005212	140521.100	000.558536	-0.650159	4.295374e-07	0.0e+00	00:16:04.109
000005213	140521.200	000.583310	-0.651797	4.474632e-07	0.0e+00	00:16:04.297
000005214	140521.300	000.594585	-0.645528	4.605411e-07	0.0e+00	00:16:04.484
000005215	140521.400	000.584716	-0.649548	4.500947e-07	0.0e+00	00:16:04.672
000005216	140521.500	000.563438	-0.658814	4.276154e-07	0.0e+00	00:16:04.859
000005217	140521.600	000.537088	-0.649995	4.131483e-07	0.0e+00	00:16:05.047
000005218	140521.700	000.534135	-0.647550	4.124277e-07	0.0e+00	00:16:05.234
000005219	140521.800	000.583742	-0.655737	4.451038e-07	0.0e+00	00:16:05.422
000005220	140521.900	000.523330	-0.652766	4.008561e-07	0.0e+00	00:16:05.594
000005221	140522.000	000.550927	-0.644591	4.273455e-07	0.0e+00	00:16:05.781
000005222	140522.100	000.520571	-0.653599	3.982343e-07	0.0e+00	00:16:05.969
000005223	140522.200	000.551431	-0.659695	4.179442e-07	0.0e+00	00:16:06.156
000005224	140522.300	000.520169	-0.661714	3.930469e-07	0.0e+00	00:16:06.344
000005225	140522.400	000.510018	-0.663806	3.841625e-07	0.0e+00	00:16:06.531
000005226	140522.500	000.484906	-0.666021	3.640320e-07	0.0e+00	00:16:06.719
000005227	140522.600	000.480750	-0.666613	3.605916e-07	0.0e+00	00:16:06.906
000005228	140522.700	000.473797	-0.662943	3.573432e-07	0.0e+00	00:16:07.078
000005229	140522.800	000.508909	-0.667565	3.811681e-07	0.0e+00	00:16:07.266
000005230	140522.900	000.522472	-0.668452	3.908077e-07	0.0e+00	00:16:07.453
000005231	140523.000	000.531577	-0.665800	3.992019e-07	0.0e+00	00:16:07.641
000005232	140523.100	000.491816	-0.666738	3.688227e-07	0.0e+00	00:16:07.844
000005233	140523.200	000.499948	-0.669526	3.733596e-07	0.0e+00	00:16:08.016
000005234	140523.300	000.527373	-0.667878	3.948124e-07	0.0e+00	00:16:08.203
000005235	140523.400	000.488546	-0.664619	3.675386e-07	0.0e+00	00:16:08.391
000005236	140523.500	000.487301	-0.668522	3.644612e-07	0.0e+00	00:16:08.578
000005237	140523.600	000.476008	-0.668476	3.560396e-07	0.0e+00	00:16:08.766
000005238	140523.700	000.486862	-0.668930	3.639112e-07	0.0e+00	00:16:08.953
000005239	140523.800	000.491026	-0.668878	3.670523e-07	0.0e+00	00:16:09.141
000005240	140523.900	000.466276	-0.672477	3.466853e-07	0.0e+00	00:16:09.313
000005241	140524.000	000.431501	-0.669972	3.220291e-07	0.0e+00	00:16:09.500
000005242	140524.100	000.498032	-0.666227	3.737707e-07	0.0e+00	00:16:09.688
000005243	140524.200	000.469913	-0.670707	3.503115e-07	0.0e+00	00:16:09.875
000005244	140524.300	000.475679	-0.670105	3.549286e-07	0.0e+00	00:16:10.063
000005245	140524.400	000.458695	-0.669783	3.424209e-07	0.0e+00	00:16:10.250
000005246	140524.500	000.417399	-0.670774	3.111325e-07	0.0e+00	00:16:10.438
000005247	140524.600	000.440239	-0.674502	3.263433e-07	0.0e+00	00:16:10.625
000005248	140524.700	000.481215	-0.671591	3.582650e-07	0.0e+00	00:16:10.813
000005249	140524.800	000.428417	-0.669964	3.197311e-07	0.0e+00	00:16:10.984
000005250	140524.900	000.405904	-0.672229	3.019090e-07	0.0e+00	00:16:11.172
000005251	140525.000	000.344032	-0.672294	2.558639e-07	0.0e+00	00:16:11.359
000005252	140525.100	000.384803	-0.670997	2.867395e-07	0.0e+00	00:16:11.547
000005253	140525.200	000.409580	-0.672552	3.044972e-07	0.0e+00	00:16:11.734
000005254	140525.300	000.375153	-0.678172	2.765915e-07	0.0e+00	00:16:11.922
000005255	140525.400	000.377719	-0.673552	2.803937e-07	0.0e+00	00:16:12.109
000005256	140525.500	000.383585	-0.671351	2.856810e-07	0.0e+00	00:16:12.297
000005257	140525.600	000.332017	-0.673620	2.464423e-07	0.0e+00	00:16:12.469
000005258	140525.700	000.365863	-0.673085	2.717806e-07	0.0e+00	00:16:12.656
000005259	140525.800	000.365817	-0.672975	2.717912e-07	0.0e+00	00:16:12.844
000005260	140525.900	000.381462	-0.674789	2.826526e-07	0.0e+00	00:16:13.031
000005261	140526.000	000.385864	-0.678857	2.842009e-07	0.0e+00	00:16:13.219
000005262	140526.100	000.327667	-0.675525	2.425282e-07	0.0e+00	00:16:13.406
000005263	140526.200	000.373337	-0.673925	2.769867e-07	0.0e+00	00:16:13.594
000005264	140526.300	000.346208	-0.675172	2.563847e-07	0.0e+00	00:16:13.781
000005265	140526.400	000.338040	-0.676350	2.498999e-07	0.0e+00	00:16:13.953
000005266	140526.500	000.378655	-0.674968	2.804990e-07	0.0e+00	00:16:14.141
000005267	140526.600	000.341736	-0.676390	2.526174e-07	0.0e+00	00:16:14.328
000005268	140526.700	000.385919	-0.673666	2.864321e-07	0.0e+00	00:16:14.516
000005269	140526.800	000.410166	-0.675978	3.033869e-07	0.0e+00	00:16:14.703
000005270	140526.900	000.373166	-0.677198	2.755221e-07	0.0e+00	00:16:14.891
000005271	140527.000	000.380962	-0.679792	2.802048e-07	0.0e+00	00:16:15.078
000005272	140527.100	000.355500	-0.677658	2.623003e-07	0.0e+00	00:16:15.266
000005273	140527.200	000.410146	-0.674865	3.038722e-07	0.0e+00	00:16:15.453
000005274	140527.300	000.384507	-0.676757	2.840803e-07	0.0e+00	00:16:15.641
000005275	140527.400	000.361876	-0.677047	2.672458e-07	0.0e+00	00:16:15.813
000005276	140527.500	000.339988	-0.677720	2.508324e-07	0.0e+00	00:16:16.000
000005277	140527.600	000.354017	-0.677725	2.611805e-07	0.0e+00	00:16:16.188
000005278	140527.700	000.308815	-0.680824	2.267953e-07	0.0e+00	00:16:16.375
000005279	140527.800	000.389905	-0.678146	2.874790e-07	0.0e+00	00:16:16.563
000005280	140527.900	000.345394	-0.675416	2.556898e-07	0.0e+00	00:16:16.750
000005281	140528.000	000.345034	-0.679860	2.537538e-07	0.0e+00	00:16:16.938
000005282	140528.100	000.364765	-0.679554	2.683853e-07	0.0e+00	00:16:17.125
000005283	140528.200	000.324360	-0.678831	2.389105e-07	0.0e+00	00:16:17.297
000005284	140528.300	000.340764	-0.679536	2.507327e-07	0.0e+00	00:16:17.484
000005285	140528.400	000.343809	-0.683072	2.516642e-07	0.0e+00	00:16:17.672
000005286	140528.500	000.310003	-0.679017	2.282731e-07	0.0e+00	00:16:17.859
000005287	140528.600	000.355429	-0.677424	2.623384e-07	0.0e+00	00:16:18.047
000005288	140528.700	000.287634	-0.681225	2.111149e-07	0.0e+00	00:16:18.234
000005289	140528.800	000.355947	-0.681418	2.611814e-07	0.0e+00	00:16:18.422
000005290	140528.900	000.375301	-0.680369	2.758067e-07	0.0e+00	00:16:18.609
000005291	140529.000	000.319878	-0.680679	2.349698e-07	0.0e+00	00:16:18.781
000005292	140529.100	000.354685	-0.683626	2.594144e-07	0.0e+00	00:16:18.969
000005293	140529.200	000.308812	-0.682405	2.262674e-07	0.0e+00	00:16:19.156
000005294	140529.300	000.312634	-0.679373	2.300903e-07	0.0e+00	00:16:19.344
000005295	140529.400	000.292619	-0.682040	2.145175e-07	0.0e+00	00:16:19.531
000005296	140529.500	000.315427	-0.681837	2.313066e-07	0.0e+00	00:16:19.719
000005297	140529.600	000.297715	-0.681961	2.182787e-07	0.0e+00	00:16:19.906
000005298	140529.700	000.314070	-0.682687	2.300250e-07	0.0e+00	00:16:20.094
000005299	140529.800	000.353202	-0.683943	2.582098e-07	0.0e+00	00:16:20.266
000005300	140529.900	000.355335	-0.682222	2.604247e-07	0.0e+00	00:16:20.453
000005301	140530.000	000.304294	-0.677874	2.244473e-07	0.0e+00	00:16:20.641
000005302	140530.100	000.316528	-0.682600	2.318543e-07	0.0e+00	00:16:20.828
000005303	140530.200	000.302866	-0.683610	2.215194e-07	0.0e+00	00:16:21.016
000005304	140530.300	000.338022	-0.683420	2.473022e-07	0.0e+00	00:16:21.203
000005305	140530.400	000.330468	-0.683647	2.416951e-07	0.0e+00	00:16:21.391
000005306	140530.500	000.293597	-0.686064	2.139720e-07	0.0e+00	00:16:21.578
000005307	140530.600	000.311235	-0.683314	2.277395e-07	0.0e+00	00:16:21.766
000005308	140530.700	000.295445	-0.679271	2.174719e-07	0.0e+00	00:16:21.938
000005309	140530.800	000.325624	-0.684608	2.378179e-07	0.0e+00	00:16:22.125
000005310	140530.900	000.344066	-0.683940	2.515322e-07	0.0e+00	00:16:22.313
000005311	140531.000	000.313529	-0.682763	2.296031e-07	0.0e+00	00:16:22.500
000005312	140531.100	000.325074	-0.683764	2.377091e-07	0.0e+00	00:16:22.688
000005313	140531.200	000.315287	-0.688649	2.289173e-07	0.0e+00	00:16:22.875
000005314	140531.300	000.275698	-0.685097	2.012112e-07	0.0e+00	00:16:23.063
000005315	140531.400	000.302912	-0.684424	2.212901e-07	0.0e+00	00:16:23.250
000005316	140531.500	000.340385	-0.685493	2.482777e-07	0.0e+00	00:16:23.438
000005317	140531.600	000.338219	-0.685019	2.468684e-07	0.0e+00	00:16:23.609
000005318	140531.700	000.332926	-0.683177	2.436604e-07	0.0e+00	00:16:23.797
000005319	140531.800	000.335377	-0.686474	2.442752e-07	0.0e+00	00:16:23.984
000005320	140531.900	000.335617	-0.691685	2.426078e-07	0.0e+00	00:16:24.172
000005321	140532.000	000.346558	-0.686880	2.522696e-07	0.0e+00	00:16:24.359
000005322	140532.100	000.306691	-0.686018	2.235298e-07	0.0e+00	00:16:24.547
000005323	140532.200	000.394173	-0.687004	2.868779e-07	0.0e+00	00:16:24.734
000005324	140532.300	000.288623	-0.687585	2.098816e-07	0.0e+00	00:16:24.922
000005325	140532.400	000.355723	-0.685873	2.593211e-07	0.0e+00	00:16:25.094
000005326	140532.500	000.314549	-0.688492	2.284334e-07	0.0e+00	00:16:25.281
000005327	140532.600	000.309645	-0.691814	2.237926e-07	0.0e+00	00:16:25.469
000005328	140532.700	000.318432	-0.687834	2.314747e-07	0.0e+00	00:16:25.656
000005329	140532.800	000.308127	-0.688328	2.238225e-07	0.0e+00	00:16:25.844
000005330	140532.900	000.310474	-0.694000	2.236847e-07	0.0e+00	00:16:26.031
000005331	140533.000	000.297210	-0.689805	2.154302e-07	0.0e+00	00:16:26.219
000005332	140533.100	000.345261	-0.689900	2.502256e-07	0.0e+00	00:16:26.406
000005333	140533.200	000.336751	-0.689516	2.441942e-07	0.0e+00	00:16:26.594
000005334	140533.300	000.309454	-0.689398	2.244378e-07	0.0e+00	00:16:26.781
000005335	140533.400	000.283481	-0.686038	2.066071e-07	0.0e+00	00:16:26.969
000005336	140533.500	000.305935	-0.690042	2.216784e-07	0.0e+00	00:16:27.141
000005337	140533.600	000.317721	-0.692821	2.292956e-07	0.0e+00	00:16:27.328
000005338	140533.700	000.326219	-0.687720	2.371747e-07	0.0e+00	00:16:27.516
000005339	140533.800	000.318272	-0.690346	2.305167e-07	0.0e+00	00:16:27.703
000005340	140533.900	000.267348	-0.691724	1.932481e-07	0.0e+00	00:16:27.891
000005341	140534.000	000.276635	-0.691412	2.000508e-07	0.0e+00	00:16:28.078
000005342	140534.100	000.288351	-0.688618	2.093694e-07	0.0e+00	00:16:28.266
000005343	140534.200	000.312505	-0.691731	2.258863e-07	0.0e+00	00:16:28.453
000005344	140534.300	000.330158	-0.692772	2.382877e-07	0.0e+00	00:16:28.625
000005345	140534.400	000.265722	-0.690732	1.923479e-07	0.0e+00	00:16:28.813
000005346	140534.500	000.318113	-0.691914	2.298787e-07	0.0e+00	00:16:29.000
000005347	140534.600	000.329600	-0.692865	2.378531e-07	0.0e+00	00:16:29.188
000005348	140534.700	000.234897	-0.693822	1.692774e-07	0.0e+00	00:16:29.375
000005349	140534.800	000.237536	-0.688974	1.723839e-07	0.0e+00	00:16:29.563
000005350	140534.900	000.293306	-0.693547	2.114537e-07	0.0e+00	00:16:29.750
000005351	140535.000	000.251500	-0.695769	1.807354e-07	0.0e+00	00:16:29.938
000005352	140535.100	000.288655	-0.694566	2.077950e-07	0.0e+00	00:16:30.109
000005353	140535.200	000.275849	-0.695569	1.982905e-07	0.0e+00	00:16:30.297
000005354	140535.300	000.280666	-0.697615	2.011612e-07	0.0e+00	00:16:30.484
000005355	140535.400	000.283811	-0.694788	2.042431e-07	0.0e+00	00:16:30.672
000005356	140535.500	000.273307	-0.690085	1.980243e-07	0.0e+00	00:16:30.859
000005357	140535.600	000.254427	-0.695508	1.829077e-07	0.0e+00	00:16:31.047
000005358	140535.700	000.288842	-0.695589	2.076241e-07	0.0e+00	00:16:31.234
000005359	140535.800	000.269881	-0.695706	1.939616e-07	0.0e+00	00:16:31.422
000005360	140535.900	000.253589	-0.695886	1.822057e-07	0.0e+00	00:16:31.609
000005361	140536.000	000.259365	-0.699557	1.853778e-07	0.0e+00	00:16:31.781
000005362	140536.100	000.320419	-0.696748	2.299389e-07	0.0e+00	00:16:31.969
000005363	140536.200	000.273774	-0.694774	1.970239e-07	0.0e+00	00:16:32.156
000005364	140536.300	000.234248	-0.698206	1.677503e-07	0.0e+00	00:16:32.344
000005365	140536.400	000.199238	-0.696518	1.430240e-07	0.0e+00	00:16:32.531
000005366	140536.500	000.253475	-0.694559	1.824723e-07	0.0e+00	00:16:32.719
000005367	140536.600	000.241065	-0.694752	1.734899e-07	0.0e+00	00:16:32.906
000005368	140536.700	000.226956	-0.697171	1.627691e-07	0.0e+00	00:16:33.094
000005369	140536.800	000.254964	-0.684984	1.861096e-07	0.0e+00	00:16:33.281
000005370	140536.900	000.229264	-0.683098	1.678120e-07	0.0e+00	00:16:33.469
000005371	140537.000	000.240818	-0.688437	1.749021e-07	0.0e+00	00:16:33.641
000005372	140537.100	000.238393	-0.686241	1.736950e-07	0.0e+00	00:16:33.828
000005373	140537.200	000.217833	-0.678624	1.604962e-07	0.0e+00	00:16:34.016
000005374	140537.300	000.156743	-0.686471	1.141658e-07	0.0e+00	00:16:34.203
000005375	140537.400	000.193519	-0.692110	1.398038e-07	0.0e+00	00:16:34.391
000005376	140537.500	000.164085	-0.685139	1.197459e-07	0.0e+00	00:16:34.578
000005377	140537.600	000.189418	-0.685617	1.381372e-07	0.0e+00	00:16:34.766
000005378	140537.700	000.155328	-0.691748	1.122722e-07	0.0e+00	00:16:34.953
000005379	140537.800	000.159239	-0.689822	1.154202e-07	0.0e+00	00:16:35.125
000005380	140537.900	000.195759	-0.680822	1.437665e-07	0.0e+00	00:16:35.313
000005381	140538.000	000.161047	-0.690477	1.166198e-07	0.0e+00	00:16:35.500
000005382	140538.100	000.227146	-0.693762	1.637057e-07	0.0e+00	00:16:35.688
000005383	140538.200	000.172546	-0.687358	1.255138e-07	0.0e+00	00:16:35.875
000005384	140538.300	000.201989	-0.687291	1.469461e-07	0.0e+00	00:16:36.063
000005385	140538.400	000.186387	-0.693251	1.344298e-07	0.0e+00	00:16:36.250
000005386	140538.500	000.147863	-0.690465	1.070747e-07	0.0e+00	00:16:36.438
000005387	140538.600	000.129546	-0.681897	9.498932e-08	0.0e+00	00:16:36.609
000005388	140538.700	000.098064	-0.691385	7.091889e-08	0.0e+00	00:16:36.797
000005389	140538.800	000.179300	-0.694693	1.290499e-07	0.0e+00	00:16:36.984
000005390	140538.900	000.131924	-0.688725	9.577371e-08	0.0e+00	00:16:37.172
000005391	140539.000	000.111501	-0.689735	8.082851e-08	0.0e+00	00:16:37.359
000005392	140539.100	000.160944	-0.698207	1.152550e-07	0.0e+00	00:16:37.547
000005393	140539.200	000.123866	-0.691684	8.953941e-08	0.0e+00	00:16:37.734
000005394	140539.300	000.081566	-0.686119	5.944025e-08	0.0e+00	00:16:37.922
000005395	140539.400	000.138072	-0.694101	9.946099e-08	0.0e+00	00:16:38.109
000005396	140539.500	000.127914	-0.695691	9.193327e-08	0.0e+00	00:16:38.281
000005397	140539.600	000.099358	-0.689334	7.206817e-08	0.0e+00	00:16:38.469
000005398	140539.700	000.107986	-0.691388	7.809365e-08	0.0e+00	00:16:38.656
000005399	140539.800	000.113972	-0.699405	8.147772e-08	0.0e+00	00:16:38.844
000005400	140539.900	000.083427	-0.692461	6.023934e-08	0.0e+00	00:16:39.031
000005401	140540.000	000.119252	-0.688533	8.659843e-08	0.0e+00	00:16:39.219
000005402	140540.100	000.092037	-0.696782	6.604407e-08	0.0e+00	00:16:39.406
000005403	140540.200	000.093744	-0.695795	6.736480e-08	0.0e+00	00:16:39.594
000005404	140540.300	000.050684	-0.688832	3.678979e-08	0.0e+00	00:16:39.766
000005405	140540.400	000.109058	-0.693388	7.864120e-08	0.0e+00	00:16:39.953
000005406	140540.500	000.081064	-0.701827	5.775190e-08	0.0e+00	00:16:40.141
000005407	140540.600	000.039483	-0.692902	2.849109e-08	0.0e+00	00:16:40.328
000005408	140540.700	000.034819	-0.688786	2.527575e-08	0.0e+00	00:16:40.516
000005409	140540.800	000.058956	-0.697311	4.227385e-08	0.0e+00	00:16:40.703
000005410	140540.900	000.074092	-0.697401	5.311983e-08	0.0e+00	00:16:40.891
000005411	140541.000	000.036875	-0.691518	2.666234e-08	0.0e+00	00:16:41.078
000005412	140541.100	-00.021737	-0.695035	-1.563705e-08	0.0e+00	00:16:41.266
000005413	140541.200	-00.003506	-0.699066	-2.507775e-09	0.0e+00	00:16:41.453
000005414	140541.300	000.026629	-0.692615	1.922348e-08	0.0e+00	00:16:41.641
000005415	140541.400	000.074777	-0.697154	5.363048e-08	0.0e+00	00:16:41.813
000005416	140541.500	000.003485	-0.701010	2.485624e-09	0.0e+00	00:16:42.000
000005417	140541.600	000.008407	-0.694125	6.055628e-09	0.0e+00	00:16:42.188
000005418	140541.700	000.057138	-0.695167	4.109655e-08	0.0e+00	00:16:42.375
000005419	140541.800	000.062296	-0.704300	4.422579e-08	0.0e+00	00:16:42.563
000005420	140541.900	000.037606	-0.696904	2.698107e-08	0.0e+00	00:16:42.750
000005421	140542.000	000.019352	-0.692737	1.396756e-08	0.0e+00	00:16:42.938
000005422	140542.100	000.029644	-0.701086	2.114127e-08	0.0e+00	00:16:43.125
000005423	140542.200	000.030370	-0.700266	2.168486e-08	0.0e+00	00:16:43.313
000005424	140542.300	000.037934	-0.690497	2.746865e-08	0.0e+00	00:16:43.484
000005425	140542.400	000.002687	-0.699608	1.920533e-09	0.0e+00	00:16:43.672
000005426	140542.500	-00.004007	-0.702649	-2.851463e-09	0.0e+00	00:16:43.859
000005427	140542.600	-00.008742	-0.693527	-6.302905e-09	0.0e+00	00:16:44.047
000005428	140542.700	-00.021373	-0.699702	-1.527293e-08	0.0e+00	00:16:44.234
000005429	140542.800	000.035079	-0.705921	2.484653e-08	0.0e+00	00:16:44.422
000005430	140542.900	000.002075	-0.694644	1.493445e-09	0.0e+00	00:16:44.609
000005431	140543.000	000.020286	-0.698868	1.451330e-08	0.0e+00	00:16:44.797
000005432	140543.100	000.042097	-0.706880	2.977632e-08	0.0e+00	00:16:44.984
000005433	140543.200	-00.006655	-0.703507	-4.730064e-09	0.0e+00	00:16:45.172
000005434	140543.300	000.013286	-0.708840	9.371618e-09	0.0e+00	00:16:45.359
000005435	140543.400	000.031704	-0.713242	2.222546e-08	0.0e+00	00:16:45.547
000005436	140543.500	000.016850	-0.711644	1.183887e-08	0.0e+00	00:16:45.734
000005437	140543.600	000.058300	-0.713107	4.087726e-08	0.0e+00	00:16:45.906
000005438	140543.700	-00.057288	-0.713849	-4.012598e-08	0.0e+00	00:16:46.094
000005439	140543.800	000.012559	-0.712873	8.808556e-09	0.0e+00	00:16:46.281
000005440	140543.900	000.044411	-0.712592	3.116161e-08	0.0e+00	00:16:46.469
000005441	140544.000	000.005586	-0.716219	3.899762e-09	0.0e+00	00:16:46.656
000005442	140544.100	000.017589	-0.712430	1.234445e-08	0.0e+00	00:16:46.844
000005443	140544.200	000.006956	-0.710710	4.893628e-09	0.0e+00	00:16:47.031
000005444	140544.300	000.010899	-0.713159	7.641145e-09	0.0e+00	00:16:47.219
000005445	140544.400	000.006348	-0.714586	4.441574e-09	0.0e+00	00:16:47.406
000005446	140544.500	-00.026971	-0.713100	-1.891121e-08	0.0e+00	00:16:47.594
000005447	140544.600	000.022532	-0.714258	1.577301e-08	0.0e+00	00:16:47.781
000005448	140544.700	-00.037996	-0.714923	-2.657382e-08	0.0e+00	00:16:47.969
000005449	140544.800	000.023239	-0.711766	1.632499e-08	0.0e+00	00:16:48.156
000005450	140544.900	000.019032	-0.715711	1.329557e-08	0.0e+00	00:16:48.344
000005451	140545.000	-00.003009	-0.713489	-2.108620e-09	0.0e+00	00:16:48.531
000005452	140545.100	000.051981	-0.715370	3.633157e-08	0.0e+00	00:16:48.719
000005453	140545.200	000.024934	-0.719638	1.732432e-08	0.0e+00	00:16:48.891
000005454	140545.300	-00.006854	-0.716411	-4.783910e-09	0.0e+00	00:16:49.078
000005455	140545.400	-00.027186	-0.716304	-1.897664e-08	0.0e+00	00:16:49.266
000005456	140545.500	000.012824	-0.718618	8.922857e-09	0.0e+00	00:16:49.453
000005457	140545.600	000.041636	-0.715668	2.908908e-08	0.0e+00	00:16:49.641
000005458	140545.700	-00.048921	-0.716663	-3.413141e-08	0.0e+00	00:16:49.828
000005459	140545.800	-00.011194	-0.720807	-7.764819e-09	0.0e+00	00:16:50.016
000005460	140545.900	000.014643	-0.717093	1.021009e-08	0.0e+00	00:16:50.203
000005461	140546.000	000.004489	-0.717484	3.128565e-09	0.0e+00	00:16:50.391
000005462	140546.100	000.017983	-0.719791	1.249155e-08	0.0e+00	00:16:50.578
000005463	140546.200	000.005632	-0.717185	3.926233e-09	0.0e+00	00:16:50.766
000005464	140546.300	-00.012297	-0.714435	-8.605856e-09	0.0e+00	00:16:50.953
000005465	140546.400	000.021094	-0.718238	1.468479e-08	0.0e+00	00:16:51.141
000005466	140546.500	000.031499	-0.717566	2.194883e-08	0.0e+00	00:16:51.328
000005467	140546.600	000.074849	-0.718102	5.211557e-08	0.0e+00	00:16:51.500
000005468	140546.700	000.017066	-0.717766	1.188817e-08	0.0e+00	00:16:51.688
000005469	140546.800	-00.003045	-0.718988	-2.117800e-09	0.0e+00	00:16:51.875
000005470	140546.900	000.020109	-0.717755	1.400820e-08	0.0e+00	00:16:52.063
000005471	140547.000	000.076341	-0.721022	5.293933e-08	0.0e+00	00:16:52.250
000005472	140547.100	000.005408	-0.719063	3.760207e-09	0.0e+00	00:16:52.438
000005473	140547.200	000.010637	-0.715955	7.428885e-09	0.0e+00	00:16:52.625
000005474	140547.300	000.032064	-0.720331	2.225636e-08	0.0e+00	00:16:52.813
000005475	140547.400	000.009292	-0.720662	6.447149e-09	0.0e+00	00:16:53.000
000005476	140547.500	000.017186	-0.719699	1.193946e-08	0.0e+00	00:16:53.188
000005477	140547.600	000.018806	-0.720610	1.304847e-08	0.0e+00	00:16:53.375
000005478	140547.700	000.047535	-0.723949	3.283055e-08	0.0e+00	00:16:53.547
000005479	140547.800	000.024245	-0.720531	1.682434e-08	0.0e+00	00:16:53.734
000005480	140547.900	000.027351	-0.720060	1.899185e-08	0.0e+00	00:16:53.922
000005481	140548.000	-00.043572	-0.722324	-3.016115e-08	0.0e+00	00:16:54.109
000005482	140548.100	000.023617	-0.722173	1.635167e-08	0.0e+00	00:16:54.297
000005483	140548.200	000.012406	-0.722232	8.588925e-09	0.0e+00	00:16:54.484
000005484	140548.300	000.001599	-0.722542	1.106596e-09	0.0e+00	00:16:54.672
000005485	140548.400	-00.017541	-0.721677	-1.215325e-08	0.0e+00	00:16:54.859
000005486	140548.500	000.003100	-0.718538	2.157447e-09	0.0e+00	00:16:55.047
000005487	140548.600	000.007586	-0.723433	5.243239e-09	0.0e+00	00:16:55.234
